name	smiles	ingredient
3-carboxy-1-[(3-carboxy-2-oxidonaphthalen-1-yl)methyl]naphthalen-2-olate;2-[(E)-2-(2,5-dimethyl-1-phenylpyrrol-3-yl)ethenyl]-N,N,1-trimethylquinolin-1-ium-6-amine	CC1=CC(=C(N1C2=CC=CC=C2)C)C=CC3=[N+](C4=C(C=C3)C=C(C=C4)N(C)C)C.CC1=CC(=C(N1C2=CC=CC=C2)C)C=CC3=[N+](C4=C(C=C3)C=C(C=C4)N(C)C)C.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)[O-])[O-])C(=O)O	PYRVINIUM PAMOATE
[(3aS,4R,6aR)-2,3,3a,4,5,6a-hexahydrofuro[2,3-b]furan-4-yl] N-[(2S,3R)-4-[(4-aminophenyl)sulfonyl-(2-methylpropyl)amino]-3-hydroxy-1-phenylbutan-2-yl]carbamate	CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N	DARUNAVIR
4-amino-5-chloro-N-[(3S,4R)-1-[3-(4-fluorophenoxy)propyl]-3-methoxypiperidin-4-yl]-2-methoxybenzamide;hydrate	COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F.O	CISAPRIDE MONOHYDRATE
3,7-dihydropurine-6-thione	C1=NC2=C(N1)C(=S)N=CN2	MERCAPTOPURINE
4-amino-N-(2-phenylpyrazol-3-yl)benzenesulfonamide	C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N	SULFAPHENAZOLE
(2R,8R)-2-(1,3-benzodioxol-5-yl)-6-methyl-3,6,17-triazatetracyclo[8.7.0.03,8.011,16]heptadeca-1(10),11,13,15-tetraene-4,7-dione	CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36	TADALAFIL
1-cyano-2-methyl-3-[2-[(5-methyl-1H-imidazol-4-yl)methylsulfanyl]ethyl]guanidine	CC1=C(N=CN1)CSCCNC(=NC)NC#N	CIMETIDINE
[(2S)-1-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxypropan-2-yl]oxymethyl-(3-hexadecoxypropoxy)phosphinic acid	CCCCCCCCCCCCCCCCOCCCOP(=O)(COC(CN1C=CC(=NC1=O)N)CO)O	BRINCIDOFOVIR
3-chloro-6-(4-methylpiperazin-1-yl)-11H-benzo[b][1,4]benzodiazepine	CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42	CLOZAPINE
[(3R)-1-azabicyclo[2.2.2]octan-3-yl] (1S)-1-phenyl-3,4-dihydro-1H-isoquinoline-2-carboxylate;butanedioic acid	C1CN2CCC1C(C2)OC(=O)N3CCC4=CC=CC=C4C3C5=CC=CC=C5.C(CC(=O)O)C(=O)O	SOLIFENACIN SUCCINATE
N,N-dimethyl-3-[2-(trifluoromethyl)phenothiazin-10-yl]propan-1-amine	CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F	TRIFLUPROMAZINE
dicalcium;(4S,4aR,5S,5aR,6R,12aR)-4-(dimethylamino)-1,5,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-4a,5,5a,6-tetrahydro-4H-tetracene-2-carboxamide	CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.[Ca+2].[Ca+2]	DOXYCYCLINE CALCIUM
3-(4-methylsulfonylphenyl)-4-phenyl-2H-furan-5-one	CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3	ROFECOXIB
1-[(3R,5S,8R,9S,10S,13S,14S,17S)-3-hydroxy-3,10,13-trimethyl-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]ethanone	CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)(C)O)C)C	GANAXOLONE
sodium;5-ethyl-4,6-dioxo-5-pentan-2-yl-1H-pyrimidine-2-thiolate	CCCC(C)C1(C(=O)NC(=NC1=O)[S-])CC.[Na+]	THIOPENTAL SODIUM
(1S,2S,5R,7S,9S,10S,14R,19S)-15-[(2R,5S,6R)-5-(dimethylamino)-6-methyloxan-2-yl]oxy-19-ethyl-4,14-dimethyl-7-[(2R,3R,4R,5S,6S)-3,4,5-trimethoxy-6-methyloxan-2-yl]oxy-20-oxatetracyclo[10.10.0.02,10.05,9]docosa-3,11-diene-13,21-dione;(1S,2R,5S,7R,9R,10S,14R,19S)-15-[(2R,5S,6R)-5-(dimethylamino)-6-methyloxan-2-yl]oxy-19-ethyl-14-methyl-7-[(2R,3R,4R,5S,6S)-3,4,5-trimethoxy-6-methyloxan-2-yl]oxy-20-oxatetracyclo[10.10.0.02,10.05,9]docosa-3,11-diene-13,21-dione	CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C=CC3C2CC(=O)O1)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C.CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C(=CC3C2CC(=O)O1)C)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C	SPINOSAD
2-[(E)-1-(4-methylphenyl)-3-pyrrolidin-1-ylprop-1-enyl]pyridine;hydrochloride	CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC=N3.Cl	TRIPROLIDINE HYDROCHLORIDE
2-hydroxypropane-1,2,3-tricarboxylic acid;piperazine;trihydrate	C1CNCCN1.C1CNCCN1.C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C(C(=O)O)C(CC(=O)O)(C(=O)O)O.O.O.O	PIPERAZINE CITRATE
(E)-but-2-enedioic acid;(2R)-2-[2-[(1R)-1-(4-chlorophenyl)-1-phenylethoxy]ethyl]-1-methylpyrrolidine	CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C.C(=CC(=O)O)C(=O)O	CLEMASTINE FUMARATE
1-methyl-4-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,9,11,13-heptaenylidene)piperidine;hydrochloride	CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1.Cl	CYPROHEPTADINE HYDROCHLORIDE
(Z)-but-2-enedioic acid;(3S)-3-(4-chlorophenyl)-N,N-dimethyl-3-pyridin-2-ylpropan-1-amine	CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O	DEXCHLORPHENIRAMINE MALEATE
(3S)-3-(4-bromophenyl)-N,N-dimethyl-3-pyridin-2-ylpropan-1-amine;(Z)-but-2-enedioic acid	CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O	DEXBROMPHENIRAMINE MALEATE
1-(1-adamantyl)ethanamine;hydrochloride	CC(C12CC3CC(C1)CC(C3)C2)N.Cl	RIMANTADINE HYDROCHLORIDE
trilithium;2-hydroxypropane-1,2,3-tricarboxylate	[Li+].[Li+].[Li+].C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O	LITHIUM CITRATE
10-[(1-methylpyrrolidin-3-yl)methyl]phenothiazine;hydrochloride	CN1CCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42.Cl	METHDILAZINE HYDROCHLORIDE
calcium;(6aR,10S,10aR,11S,11aR,12S)-8-carbamoyl-10-(dimethylamino)-4,6a,7,11,12-pentahydroxy-12-methyl-6,9-dioxo-10,10a,11,11a-tetrahydrotetracen-5-olate	CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)[O-])O)O)C(=O)N)N(C)C)O)O.CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)[O-])O)O)C(=O)N)N(C)C)O)O.[Ca+2]	OXYTETRACYCLINE CALCIUM
1-(2-chlorophenyl)-3-(dimethylamino)-1-phenylpropan-1-ol;hydrochloride	CN(C)CCC(C1=CC=CC=C1)(C2=CC=CC=C2Cl)O.Cl	CHLOPHEDIANOL HYDROCHLORIDE
N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide;hydrochloride	CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3.Cl	FENTANYL HYDROCHLORIDE
2-[2-(2,6-dichloroanilino)phenyl]acetic acid;2-pyrrolidin-1-ylethanol	C1CCN(C1)CCO.C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl	DICLOFENAC EPOLAMINE
[(1R,2R,4S,5S)-9-methyl-3-oxa-9-azatricyclo[3.3.1.02,4]nonan-7-yl] (2S)-3-hydroxy-2-phenylpropanoate	CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4	SCOPOLAMINE
(2R,6R)-9-chloro-4-methyl-13-oxa-4-azatetracyclo[12.4.0.02,6.07,12]octadeca-1(18),7(12),8,10,14,16-hexaene	CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24	ASENAPINE
(2S)-1-phenylpropan-2-amine	CC(CC1=CC=CC=C1)N	DEXTROAMPHETAMINE
1-[(4-chlorophenyl)-phenylmethyl]-4-[(3-methylphenyl)methyl]piperazine;dihydrochloride	CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl.Cl.Cl	MECLIZINE HYDROCHLORIDE
2-amino-5-phenyl-1,3-oxazol-4-one	C1=CC=C(C=C1)C2C(=O)N=C(O2)N	PEMOLINE
(1R,2R,4R,10R,11S,14S,15S,16S,18S,19S)-10,14-dimethylspiro[hexacyclo[9.8.0.02,4.05,10.014,19.016,18]nonadec-5-ene-15,5'-oxolane]-2',7-dione	CC12CCC(=O)C=C1C3CC3C4C2CCC5(C4C6CC6C57CCC(=O)O7)C	DROSPIRENONE
methyl N-(6-benzoyl-1H-benzimidazol-2-yl)carbamate	COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3	MEBENDAZOLE
[(1S,5R)-8,8-dimethyl-8-azoniabicyclo[3.2.1]octan-3-yl] 2-hydroxy-2-phenylacetate;bromide	C[N+]1(C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O)C.[Br-]	HOMATROPINE METHYLBROMIDE
5-chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide	C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O	NICLOSAMIDE
10-[(1-methylpyrrolidin-3-yl)methyl]phenothiazine	CN1CCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42	METHDILAZINE
calcium;3-acetamidopropane-1-sulfonate	CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2]	ACAMPROSATE CALCIUM
sodium;(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-13-acetyloxy-2,15,17,29-tetrahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-27-olate	CC1C=CC=C(C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)[O-])C.[Na+]	RIFAMYCIN SODIUM
sodium;hydroxy-(1-hydroxy-1-phosphono-2-pyridin-3-ylethyl)phosphinate	C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)[O-].[Na+]	RISEDRONATE SODIUM
disodium;[4-[4-(sulfinatomethylamino)phenyl]sulfonylanilino]methanesulfinate	C1=CC(=CC=C1NCS(=O)[O-])S(=O)(=O)C2=CC=C(C=C2)NCS(=O)[O-].[Na+].[Na+]	SULFOXONE SODIUM
(1R,2R,3R,6R,7S,8S,9R,10R,12R,13S,15R,17S)-9-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-3-ethyl-2,10-dihydroxy-7-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-15-(2-methoxyethoxymethyl)-2,6,8,10,12,17-hexamethyl-4,16-dioxa-14-azabicyclo[11.3.1]heptadecan-5-one	CCC1C(C2C(C(C(CC(C(C(C(C(C(=O)O1)C)OC3CC(C(C(O3)C)O)(C)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(C)O)C)NC(O2)COCCOC)C)(C)O	DIRITHROMYCIN
sodium;(E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoate	CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)[O-])O.[Na+]	MYCOPHENOLIC SODIUM
N-[(2-methoxyphenyl)methyl]-5-phenyl-1,2-oxazole-3-carboxamide	COC1=CC=CC=C1CNC(=O)C2=NOC(=C2)C3=CC=CC=C3	CROFELEMER
2-(2-sulfanylpropanoylamino)acetic acid	CC(C(=O)NCC(=O)O)S	TIOPRONIN
(1S,2S)-2-(methylamino)-1-phenylpropan-1-ol;sulfuric acid	CC(C(C1=CC=CC=C1)O)NC.CC(C(C1=CC=CC=C1)O)NC.OS(=O)(=O)O	PSEUDOEPHEDRINE SULFATE
N-[3-[(4-amino-6,7-dimethoxyquinazolin-2-yl)-methylamino]propyl]oxolane-2-carboxamide;hydrochloride	CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC.Cl	ALFUZOSIN HYDROCHLORIDE
[(1S,3R,7S,8S,8aR)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] (2S)-2-methylbutanoate	CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C	LOVASTATIN
pyridin-4-amine	C1=CN=CC=C1N	DALFAMPRIDINE
2-(tert-butylamino)-1-(3-chlorophenyl)propan-1-one;hydrobromide	CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C.Br	BUPROPION HYDROBROMIDE
(3R,11bR)-3-(2-methylpropyl)-9,10-bis(trideuteriomethoxy)-1,3,4,6,7,11b-hexahydrobenzo[a]quinolizin-2-one	CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC	DEUTETRABENAZINE
2-(tert-butylamino)-1-(3-chlorophenyl)propan-1-one;hydrochloride	CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C.Cl	BUPROPION HYDROCHLORIDE
[4-(4-amino-6,7-dimethoxyquinazolin-2-yl)piperazin-1-yl]-(2,3-dihydro-1,4-benzodioxin-3-yl)methanone;methanesulfonic acid	COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC.CS(=O)(=O)O	DOXAZOSIN MESYLATE
2-[(3S)-1-[2-(2,3-dihydro-1-benzofuran-5-yl)ethyl]pyrrolidin-3-yl]-2,2-diphenylacetamide;hydrobromide	C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5.Br	DARIFENACIN HYDROBROMIDE
9-[3-(propan-2-ylamino)propyl]fluorene-9-carboxamide;hydrochloride	CC(C)NCCCC1(C2=CC=CC=C2C3=CC=CC=C31)C(=O)N.Cl	INDECAINIDE HYDROCHLORIDE
(2S)-N-methyl-1-phenylpropan-2-amine;hydrochloride	CC(CC1=CC=CC=C1)NC.Cl	METHAMPHETAMINE HYDROCHLORIDE
4-[2-(dimethylamino)-1-(1-hydroxycyclohexyl)ethyl]phenol	CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O	DESVENLAFAXINE
(E)-but-2-enedioic acid;4-[2-(dimethylamino)-1-(1-hydroxycyclohexyl)ethyl]phenol	CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O.C(=CC(=O)O)C(=O)O	DESVENLAFAXINE FUMARATE
butanedioic acid;4-[2-(dimethylamino)-1-(1-hydroxycyclohexyl)ethyl]phenol	CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O.C(CC(=O)O)C(=O)O	DESVENLAFAXINE SUCCINATE
2-(diethylamino)-1-phenylpropan-1-one;hydrochloride	CCN(CC)C(C)C(=O)C1=CC=CC=C1.Cl	DIETHYLPROPION HYDROCHLORIDE
5-O-ethyl 3-O-methyl 4-(2,3-dichlorophenyl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate	CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C	FELODIPINE
(E)-but-2-enedioic acid;[2-[(1R)-3-[di(propan-2-yl)amino]-1-phenylpropyl]-4-(hydroxymethyl)phenyl] 2-methylpropanoate	CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2.C(=CC(=O)O)C(=O)O	FESOTERODINE FUMARATE
N-[2-[4-(cyclohexylcarbamoylsulfamoyl)phenyl]ethyl]-5-methylpyrazine-2-carboxamide	CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3	GLIPIZIDE
3-(2-methoxyphenoxy)propane-1,2-diol	COC1=CC=CC=C1OCC(CO)O	GUAIFENESIN
N-(diaminomethylidene)-2-(2,6-dichlorophenyl)acetamide;hydrochloride	C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl.Cl	GUANFACINE HYDROCHLORIDE
2-[1-[[1-(2-methylpropanoyloxy)ethoxycarbonylamino]methyl]cyclohexyl]acetic acid	CC(C)C(=O)OC(C)OC(=O)NCC1(CCCCC1)CC(=O)O	GABAPENTIN ENACARBIL
[(3S,3aR,6R,6aS)-3-hydroxy-2,3,3a,5,6,6a-hexahydrofuro[3,2-b]furan-6-yl] nitrate	C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O	ISOSORBIDE MONONITRATE
3-[2-[4-(6-fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]ethyl]-9-hydroxy-2-methyl-6,7,8,9-tetrahydropyrido[1,2-a]pyrimidin-4-one	CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F	PALIPERIDONE
6-(2,3-dichlorophenyl)-1,2,4-triazine-3,5-diamine	C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N	LAMOTRIGINE
(E)-but-2-enedioic acid;1-[4-(2-methoxyethyl)phenoxy]-3-(propan-2-ylamino)propan-2-ol	CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.C(=CC(=O)O)C(=O)O	METOPROLOL FUMARATE
(6S)-6-N-propyl-4,5,6,7-tetrahydro-1,3-benzothiazole-2,6-diamine;dihydrochloride	CCCNC1CCC2=C(C1)SC(=N2)N.Cl.Cl	PRAMIPEXOLE DIHYDROCHLORIDE
3-O-methyl 5-O-(2-methylpropyl) 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate	CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC	NISOLDIPINE
2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-[1,2,4]triazolo[4,3-a]pyridin-3-one;hydrochloride	C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl	TRAZODONE HYDROCHLORIDE
2-[[(1R,2R,3aS,9aS)-2-hydroxy-1-[(3S)-3-hydroxyoctyl]-2,3,3a,4,9,9a-hexahydro-1H-cyclopenta[g]naphthalen-5-yl]oxy]acetic acid;2-(2-hydroxyethylamino)ethanol	CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O.C(CO)NCCO	TREPROSTINIL DIOLAMINE
N'-benzyl-N,N-dimethyl-N'-pyridin-2-ylethane-1,2-diamine;hydrochloride	CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2.Cl	TRIPELENNAMINE HYDROCHLORIDE
3,7-dimethyl-1-(5-oxohexyl)purine-2,6-dione	CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C	PENTOXIFYLLINE
3-methyl-2-phenylmorpholine;hydrochloride	CC1C(OCCN1)C2=CC=CC=C2.Cl	PHENMETRAZINE HYDROCHLORIDE
2-[2-(4-benzo[b][1,4]benzothiazepin-6-ylpiperazin-1-yl)ethoxy]ethanol;(E)-but-2-enedioic acid	C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C(=CC(=O)O)C(=O)O	QUETIAPINE FUMARATE
4-[2-(dipropylamino)ethyl]-1,3-dihydroindol-2-one;hydrochloride	CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1.Cl	ROPINIROLE HYDROCHLORIDE
(3S,4R)-3-ethyl-4-(1,5,7,10-tetrazatricyclo[7.3.0.02,6]dodeca-2(6),3,7,9,11-pentaen-12-yl)-N-(2,2,2-trifluoroethyl)pyrrolidine-1-carboxamide	CCC1CN(CC1C2=CN=C3N2C4=C(NC=C4)N=C3)C(=O)NCC(F)(F)F	UPADACITINIB
2-amino-2-(hydroxymethyl)propane-1,3-diol;[3-[2-(4-benzoylpiperazin-1-yl)-2-oxoacetyl]-4-methoxy-7-(3-methyl-1,2,4-triazol-1-yl)pyrrolo[2,3-c]pyridin-1-yl]methyl dihydrogen phosphate	CC1=NN(C=N1)C2=NC=C(C3=C2N(C=C3C(=O)C(=O)N4CCN(CC4)C(=O)C5=CC=CC=C5)COP(=O)(O)O)OC.C(C(CO)(CO)N)O	FOSTEMSAVIR TROMETHAMINE
[(2S,3S)-5-[2-(dimethylamino)ethyl]-2-(4-methoxyphenyl)-4-oxo-2,3-dihydro-1,5-benzothiazepin-3-yl] acetate;(2S)-2-hydroxybutanedioic acid	CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.C(C(C(=O)O)O)C(=O)O	DILTIAZEM MALATE
benzenesulfonic acid;1-[2-(dimethylamino)-1-(4-methoxyphenyl)ethyl]cyclohexan-1-ol	CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O.C1=CC=C(C=C1)S(=O)(=O)O	VENLAFAXINE BESYLATE
1-[1-(1-benzothiophen-2-yl)ethyl]-1-hydroxyurea	CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O	ZILEUTON
(1R,9S,12S,15R,16E,18R,19R,21R,23S,24E,26E,28E,30S,32S,35R)-1,18-dihydroxy-12-[(2R)-1-[(1S,3R,4R)-4-(2-hydroxyethoxy)-3-methoxycyclohexyl]propan-2-yl]-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-11,36-dioxa-4-azatricyclo[30.3.1.04,9]hexatriaconta-16,24,26,28-tetraene-2,3,10,14,20-pentone	CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC	EVEROLIMUS
(2S)-2-(carbamoylamino)pentanedioic acid	C(CC(=O)O)C(C(=O)O)NC(=O)N	CARGLUMIC ACID
2-hydroxy-6-[[2-(2-propan-2-ylpyrazol-3-yl)pyridin-3-yl]methoxy]benzaldehyde	CC(C)N1C(=CC=N1)C2=C(C=CC=N2)COC3=CC=CC(=C3C=O)O	VOXELOTOR
sodium;(3S,7R)-13-[(2,4-difluorophenyl)methylcarbamoyl]-7-methyl-9,12-dioxo-4-oxa-1,8-diazatricyclo[8.4.0.03,8]tetradeca-10,13-dien-11-olate	CC1CCOC2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)[O-].[Na+]	DOLUTEGRAVIR SODIUM
4-tert-butyl-N-[6-(2-hydroxyethoxy)-5-(2-methoxyphenoxy)-2-pyrimidin-2-ylpyrimidin-4-yl]benzenesulfonamide	CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC	BOSENTAN
5-(2-chlorophenyl)-7-nitro-1,3-dihydro-1,4-benzodiazepin-2-one	C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl	CLONAZEPAM
1-phenylpropan-2-amine;sulfuric acid	CC(CC1=CC=CC=C1)N.CC(CC1=CC=CC=C1)N.OS(=O)(=O)O	AMPHETAMINE SULFATE
5-methyl-2,5,19-triazatetracyclo[13.4.0.02,7.08,13]nonadeca-1(15),8,10,12,16,18-hexaene	CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4	MIRTAZAPINE
[(5S,6S,9R)-5-amino-6-(2,3-difluorophenyl)-6,7,8,9-tetrahydro-5H-cyclohepta[b]pyridin-9-yl] 4-(2-oxo-3H-imidazo[4,5-b]pyridin-1-yl)piperidine-1-carboxylate;sulfuric acid;trihydrate	C1CC(C2=C(C=CC=N2)C(C1C3=C(C(=CC=C3)F)F)N)OC(=O)N4CCC(CC4)N5C6=C(NC5=O)N=CC=C6.C1CC(C2=C(C=CC=N2)C(C1C3=C(C(=CC=C3)F)F)N)OC(=O)N4CCC(CC4)N5C6=C(NC5=O)N=CC=C6.O.O.O.OS(=O)(=O)O	RIMEGEPANT SULFATE
2-[2-ethoxy-5-(4-ethylpiperazin-1-yl)sulfonylphenyl]-5-methyl-7-propyl-3H-imidazo[5,1-f][1,2,4]triazin-4-one;hydrochloride	CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C.Cl	VARDENAFIL HYDROCHLORIDE
2-amino-2-[2-(4-octylphenyl)ethyl]propane-1,3-diol;dodecyl hydrogen sulfate	CCCCCCCCCCCCOS(=O)(=O)O.CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N	FINGOLIMOD LAURYL SULFATE
[(3S,8R,9S,10R,13S,14S)-10,13-dimethyl-17-pyridin-3-yl-2,3,4,7,8,9,11,12,14,15-decahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate	CC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CC=C4C5=CN=CC=C5)C)C	ABIRATERONE ACETATE
(3R,4R,5S,6R)-5-[(2R,3R,4R,5S,6R)-5-[(2R,3R,4S,5S,6R)-3,4-dihydroxy-6-methyl-5-[[(1S,4R,5S,6S)-4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino]oxan-2-yl]oxy-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-(hydroxymethyl)oxane-2,3,4-triol	CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO	ACARBOSE
